Declared Income,Deductions,prop_count,prop_value_total,prop_value_avg,prop_value_max,prop_value_min,prop_loc_distinct_count,directorship_count,comp_distinct_count,income_per_prop_value_total,prop_value_total_per_income,deduction_ratio,prop_value_avg_per_prop,directorships_per_income,income_per_directorship,prop_ownership_span_days,prop_days_since_latest,Sector_Construction,Sector_Education,Sector_Finance,Sector_Healthcare,Sector_Manufacturing,Sector_Other,Sector_Retail,Sector_Services,Sector_Technology,Sector_Unknown
2.9900279793322158,3.752136582840189,1.828895413190814,0.7160901221661776,-0.24616512501192625,-0.10009214568163657,-0.6461721105411102,2.2249521567584183,-0.2920749267466809,-0.2923204255102424,-0.6520841940130346,-0.212771291337093,0.6639827470407539,0.20540277988836322,-0.23293221496177044,3.0185966900037764,0.5661626326608575,-1.0614252054506255,-0.3220435312120095,-0.2694144973894046,-0.3285565595562834,-0.3494866186491574,-0.27502964700370036,-0.21924108288524663,-0.40863654379979214,-0.4522361712955281,2.4573842691361873,-0.25475721235652304
1.2421529696051272,1.2419631032441645,-0.8312175121320835,-0.5840930879264363,-0.22161765109577275,-0.24572348498599703,-0.2192931136367378,-0.8658308392935308,-0.2920749267466809,-0.2923204255102424,2.0133742099731635,-0.30524288595439303,0.10402668909909454,-0.6317701566445901,-0.23293221496177044,1.3220194375838024,-0.2626666765659836,1.0266601669699174,-0.3220435312120095,-0.2694144973894046,-0.3285565595562834,-0.3494866186491574,3.6359716521271808,-0.21924108288524663,-0.40863654379979214,-0.4522361712955281,-0.4069367630287295,-0.25475721235652304
-0.41343806022741675,-0.19627223676899325,0.055486796308882265,0.16688530362636234,0.5037197121214971,0.12528881976655326,0.9045908910137779,0.16443015939045222,6.655413997467702,6.6694466014472775,-0.6520841940164631,-0.04436652407881961,0.47515351400452044,0.8188677872621684,4.282773420975379,-1.1354744759321456,-0.2626666765659836,-1.0930840561087523,-0.3220435312120095,-0.2694144973894046,-0.3285565595562834,2.8613398815245623,-0.27502964700370036,-0.21924108288524663,-0.40863654379979214,-0.4522361712955281,-0.4069367630287295,-0.25475721235652304
-0.562725757080323,-0.1563927346287205,-0.8312175121320835,-0.5840930879264363,-0.22161765109577275,-0.24572348498599703,-0.2192931136367378,-0.8658308392935308,-0.2920749267466809,-0.2923204255102424,0.11321183757481985,-0.30524288595439303,1.2361092472326562,-0.6317701566445901,-0.23293221496177044,-0.42988855013288113,-0.2626666765659836,1.0266601669699174,-0.3220435312120095,-0.2694144973894046,-0.3285565595562834,-0.3494866186491574,-0.27502964700370036,-0.21924108288524663,2.4471624360887834,-0.4522361712955281,-0.4069367630287295,-0.25475721235652304
-0.6617764151251185,-0.8852193602141127,0.055486796308882265,-0.2182290819246639,-0.40561907392326363,-0.5778942604286821,-0.0579692300984565,0.16443015939045222,-0.2920749267466809,-0.2923204255102424,-0.6520841940155767,-0.12787919868921394,-1.3823885778448628,0.07495618246950532,-0.23293221496177044,-0.5260322059096567,-0.2626666765659836,-1.0665074068081157,-0.3220435312120095,-0.2694144973894046,-0.3285565595562834,-0.3494866186491574,-0.27502964700370036,-0.21924108288524663,-0.40863654379979214,-0.4522361712955281,2.4573842691361873,-0.25475721235652304
-0.9065955085015479,-0.911307306645309,0.055486796308882265,0.7391757109879439,1.8550217767032688,1.1702379219376096,2.334981300951727,0.16443015939045222,-0.2920749267466809,-0.2923204255102424,-0.6520841940178788,0.7462504141513823,-0.8612211630065707,1.9243405800758062,-0.23293221496177044,-0.7636661914458335,-0.2626666765659836,-0.9353959369249751,-0.3220435312120095,-0.2694144973894046,-0.3285565595562834,-0.3494866186491574,-0.27502964700370036,-0.21924108288524663,2.4471624360887834,-0.4522361712955281,-0.4069367630287295,-0.25475721235652304
1.4110807751784369,2.6178651465498857,-0.8312175121320835,-0.5840930879264363,-0.22161765109577275,-0.24572348498599703,-0.2192931136367378,-0.8658308392935308,-0.2920749267466809,-0.2923204255102424,2.1912200979302483,-0.30524288595439303,1.3489961885346131,-0.6317701566445901,-0.23293221496177044,1.4859894415268478,-0.2626666765659836,1.0266601669699174,-0.3220435312120095,-0.2694144973894046,-0.3285565595562834,-0.3494866186491574,-0.27502964700370036,-0.21924108288524663,-0.40863654379979214,2.2112340044257937,-0.4069367630287295,-0.25475721235652304
-0.6585812105189045,-0.7487655622575138,1.828895413190814,1.1999348424984917,0.13465573162060074,1.273097807328224,-0.5529583630618214,1.1946911580744353,-0.2920749267466809,-0.2923204255102424,-0.6520841940177751,0.555239865589737,-0.7906835175896598,0.5169448011991258,-0.23293221496177044,-0.5229307762184245,0.3187107053212916,-0.967940675893123,3.105170273833801,-0.2694144973894046,-0.3285565595562834,-0.3494866186491574,-0.27502964700370036,-0.21924108288524663,-0.40863654379979214,-0.4522361712955281,-0.4069367630287295,-0.25475721235652304
-0.12135304891860375,0.7739805115208054,1.828895413190814,0.08083999612287301,-0.7461530075077382,-0.5144615388543324,-0.6568943793180392,1.1946911580744353,-0.2920749267466809,-0.2923204255102424,-0.6520841940155109,-0.13200588351996534,2.0274890954020837,-0.20362743164214886,-0.23293221496177044,-0.0014695314164952596,0.03550242330569409,-1.002303817181841,-0.3220435312120095,-0.2694144973894046,-0.3285565595562834,2.8613398815245623,-0.27502964700370036,-0.21924108288524663,-0.40863654379979214,-0.4522361712955281,-0.4069367630287295,-0.25475721235652304
-0.4499726100186619,-0.2315063007744341,0.055486796308882265,-0.45947829761121817,-0.9752609184177878,-1.0183929095207684,-0.6609507934519588,0.16443015939045222,-0.2920749267466809,-0.2923204255102424,-0.6520841940074734,-0.26007043312797895,0.48834595857366975,-0.39105624897880525,-0.23293221496177044,-0.3204445547790904,-0.2626666765659836,-0.953813088633311,-0.3220435312120095,-0.2694144973894046,3.0436159952201316,-0.3494866186491574,-0.27502964700370036,-0.21924108288524663,-0.40863654379979214,-0.4522361712955281,-0.4069367630287295,-0.25475721235652304
